district,segment_id,point_id,point_code,su_id,su_date,su_date_year,su_date_month,su_date_day,start_time,start_time_hour,start_time_minute,dist_point,dist_m,imp_type,imp_type_qualifier,imp_list,imp_list_qualifier,wp_gps,coord_obs,coord_obs_srs,coord_obs_x,coord_obs_y,point_obs,not_obs,not_obs_qualifier,point_loc,lc_cat1,lc_group1,lc_code1,lc_code1_qualifier,lc_pct1,lc_sea1,lc_sea1_qualifier,lc_cat2,lc_group2,lc_code2,lc_code2_qualifier,lc_pct2,lc_sea2,lc_sea2_qualifier,lc_cat3,lc_group3,lc_code3,lc_code3_qualifier,lc_pct3,lc_sea3,lc_sea3_qualifier,pct_check,harvest,harvest_qualifier,d_harv,irrig,lc_remark,photo,remarks,entry_loc,entry_loc_qualifier,end_time
56,4322,3,56-4322-3,B2,08/11/2016,2016,11,8,11:27,11,27,lt2m,3,,,,,70,SRID=EPSG:4326;POINT(85.724855 27.619221),EPSG:4326,85.72485517,27.61922063,1,,,3,B,B1,B106,,100,2,,,,,,,,,,,,,,,,100,1,,15/09/2016,0,,1560_37.jpg,,1,,11:31
56,4322,4,56-4322-4,B1,08/11/2016,2016,11,8,12:30,12,30,lt2m,2,,,,,,SRID=EPSG:4326;POINT(85.776883 27.630968),EPSG:4326,85.77688304,27.63096832,1,,,2,B,B1,B106,,100,2,,,,,,,,,,,,,,,,100,1,,15/09/2016,0,,2228_37.jpg,,2,,20:14
56,4343,1,56-4343-1,B1,15/11/2016,2016,11,15,08:15,8,15,lt2m,1,,,,,130,SRID=EPSG:4326;POINT(85.831139 27.621699),EPSG:4326,85.83113906,27.62169907,1,,,2,B,B1,B107,,60,2,,B,B1,B106,,40,2,,,,,,,,,100,2,,12/12/2016,0,,1741_37.jpg,,1,,08:18
56,4343,2,56-4343-2,B2,15/11/2016,2016,11,15,07:54,7,54,lt2m,1,,,,,144,SRID=EPSG:4326;POINT(85.832613 27.621786),EPSG:4326,85.83261262,27.62178589,1,,,2,B,B3,B305,karkalo,60,2,,B,B7,B709,,40,2,,,,,,,,,100,2,,15/12/2016,0,,3485_37.jpg,,1,,07:58
56,4343,3,56-4343-3,B1,15/11/2016,2016,11,15,07:49,7,49,lt2m,1,,,,,129,SRID=EPSG:4326;POINT(85.831159 27.620231),EPSG:4326,85.8311589,27.620231,1,,,2,B,B1,B109,,100,3,,,,,,,,,,,,,,,,100,2,,15/01/2016,0,,1700_37.jpg,,1,,07:51
56,4343,4,56-4343-4,B2,15/11/2016,2016,11,15,08:16,8,16,lt2m,1,,,,,146,SRID=EPSG:4326;POINT(85.832756 27.620246),EPSG:4326,85.83275607,27.62024621,1,,,2,B,B1,B107,,100,2,,,,,,,,,,,,,,,,100,1,,05/11/2016,0,,3526_37.jpg,,1,,08:18
56,4374,1,56-4374-1,A1,22/10/2016,2016,10,22,11:42,11,42,gt2m,15,2,,26,,12,SRID=EPSG:4326;POINT(85.542226 27.623230),EPSG:4326,85.54222649,27.62322989,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,25/10/2016,1,,2_37.jpg,,1,,11:46
56,4374,2,56-4374-2,A1,22/10/2016,2016,10,22,12:12,12,12,lt2m,0.67,,,,,14,SRID=EPSG:4326;POINT(85.543811 27.623339),EPSG:4326,85.54381125,27.62333887,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,25/10/2016,1,,42_37.jpg,,1,,12:16
56,4374,3,56-4374-3,A2,22/10/2016,2016,10,22,10:47,10,47,lt2m,1,,,,,1,SRID=EPSG:4326;POINT(85.542366 27.621918),EPSG:4326,85.54236574,27.62191802,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Before it was agricultural land but Plotting area for constructing building,2_37.jpg,Plotting area,1,,10:55
56,4374,4,56-4374-4,A2,22/10/2016,2016,10,22,11:20,11,20,lt2m,1,,,,,2,SRID=EPSG:4326;POINT(85.543870 27.621962),EPSG:4326,85.54387039,27.62196156,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,42_37.jpg,,1,,11:25
56,4390,1,56-4390-1,B2,27/10/2016,2016,10,27,12:11,12,11,lt2m,1,,,,,54,SRID=EPSG:4326;POINT(85.623474 27.624199),EPSG:4326,85.62347366,27.62419942,1,,,2,B,B1,B106,,80,2,,B,B7,B714,,20,2,,,,,,,,,100,1,,20/09/2016,0,,1232_37.jpg,,1,,12:14
56,4390,2,56-4390-2,B1,27/10/2016,2016,10,27,12:04,12,4,lt2m,4,,,,,46,SRID=EPSG:4326;POINT(85.624902 27.624156),EPSG:4326,85.62490228,27.62415624,1,,,2,C,C2,C202,,100,2,,,,,,,,,,,,,,,,100,2,,27/12/2016,0,,1223_37.jpg,,1,,12:07
56,4390,3,56-4390-3,B2,27/10/2016,2016,10,27,13:03,13,3,lt2m,2,,,,,56,SRID=EPSG:4326;POINT(85.623422 27.622793),EPSG:4326,85.62342205,27.62279302,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,20/10/2016,0,,1273_37.jpg,,1,,13:06
56,4390,4,56-4390-4,B1,27/10/2016,2016,10,27,12:32,12,32,lt2m,5,,,,,48,SRID=EPSG:4326;POINT(85.624920 27.622783),EPSG:4326,85.62492043,27.62278302,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,15/09/2016,1,,1264_37.jpg,,1,,12:35
56,4417,1,56-4417-1,B1,16/11/2016,2016,11,16,14:43,14,43,lt2m,0,,,,,144,SRID=EPSG:4326;POINT(85.760097 27.625428),EPSG:4326,85.76009729,27.62542789,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2351_37.jpg,,1,,14:45
56,4417,2,56-4417-2,B1,16/11/2016,2016,11,16,15:02,15,2,lt2m,2,,,,,145,SRID=EPSG:4326;POINT(85.761796 27.625420),EPSG:4326,85.76179576,27.6254203,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,25/11/2016,0,,2391_37.jpg,,1,,15:04
56,4417,3,56-4417-3,B2,16/11/2016,2016,11,16,14:47,14,47,lt2m,2,,,,,159,SRID=EPSG:4326;POINT(85.760267 27.624037),EPSG:4326,85.76026685,27.6240371,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,3895_37.jpg,,1,,14:49
56,4417,4,56-4417-4,B2,16/11/2016,2016,11,16,14:59,14,59,lt2m,1,,,,,160,SRID=EPSG:4326;POINT(85.761788 27.624080),EPSG:4326,85.7617877,27.6240797,1,,,2,O,E,E02,,60,,,O,F,F02,,40,,,,,,,,,,100,,,null/null/null,,We can find 60% shrubs and 40% grasses around the point.,3936_37.jpg,,1,,15:02
56,4463,1,56-4463-1,A2,26/10/2016,2016,10,26,09:01,9,1,lt2m,1,,,,,25,SRID=EPSG:4326;POINT(85.567555 27.628110),EPSG:4326,85.56755498,27.62811034,1,,,2,B,B7,B718,,100,2,,,,,,,,,,,,,,,,100,2,,25/11/2016,0,,,,1,,09:05
56,4463,2,56-4463-2,A2,26/10/2016,2016,10,26,08:40,8,40,lt2m,1,,,,,24,SRID=EPSG:4326;POINT(85.569175 27.628189),EPSG:4326,85.56917526,27.62818874,1,,,2,O,A,A22,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Road,528_37.jpg,,1,,08:43
56,4463,3,56-4463-3,A1,26/10/2016,2016,10,26,09:34,9,34,lt2m,2,,,,,43,SRID=EPSG:4326;POINT(85.567656 27.626694),EPSG:4326,85.56765627,27.62669374,1,,,2,B,B6,B604,,60,2,,B,B7,B720,cocasiya (Karkalo),40,2,,,,,,,,,100,2,,05/01/2017,0,,487_37.jpg,,1,,09:39
56,4463,4,56-4463-4,A1,26/10/2016,2016,10,26,10:13,10,13,lt2m,1,,,,,46,SRID=EPSG:4326;POINT(85.569219 27.626732),EPSG:4326,85.56921927,27.62673203,1,,,2,O,F,F01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,528_37.jpg,,1,,10:17
56,4478,1,56-4478-1,B2,26/10/2016,2016,10,26,16:57,16,57,lt2m,2,,,,,43,SRID=EPSG:4326;POINT(85.643604 27.628864),EPSG:4326,85.64360414,27.62886405,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,15/10/2016,1,,986_37.jpg,,1,,16:59
56,4478,2,56-4478-2,B1,26/10/2016,2016,10,26,17:07,17,7,lt2m,2,,,,,37,SRID=EPSG:4326;POINT(85.645091 27.628856),EPSG:4326,85.64509142,27.62885604,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,25/09/2016,1,,980_37.jpg,,1,,17:12
56,4478,3,56-4478-3,B2,26/10/2016,2016,10,26,17:26,17,26,lt2m,1,,,,,45,SRID=EPSG:4326;POINT(85.643651 27.627558),EPSG:4326,85.64365062,27.62755841,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,1027_37.jpg,The point is observed not exactly in the river but observed in the side of the river.,1,,17:31
56,4478,4,56-4478-4,B1,26/10/2016,2016,10,26,17:28,17,28,lt2m,4,,,,,38,SRID=EPSG:4326;POINT(85.645236 27.627557),EPSG:4326,85.64523622,27.62755732,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,1020_37.jpg,,1,,17:30
56,4479,1,56-4479-1,B1,25/10/2016,2016,10,25,16:58,16,58,lt2m,3,,,,,23,SRID=EPSG:4326;POINT(85.648790 27.628960),EPSG:4326,85.64879022,27.6289598,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,05/10/2016,1,,615_37.jpg,,1,,17:01
56,4479,2,56-4479-2,B2,25/10/2016,2016,10,25,16:25,16,25,lt2m,3,,,,,30,SRID=EPSG:4326;POINT(85.650231 27.628975),EPSG:4326,85.65023109,27.62897508,1,,,2,B,B4,B401,,100,2,,,,,,,,,,,,,,,,100,2,,30/12/2016,0,,617_37.jpg,,1,,16:28
56,4479,3,56-4479-3,B2,25/10/2016,2016,10,25,15:56,15,56,lt2m,3,,,,,28,SRID=EPSG:4326;POINT(85.648728 27.627532),EPSG:4326,85.64872834,27.6275316,1,,,2,O,E,E01,,80,,,O,E,E01,,20,,,,,,,,,,100,,,null/null/null,,,576_37.jpg,,1,,15:58
56,4479,4,56-4479-4,B1,25/10/2016,2016,10,25,16:06,16,6,lt2m,1,,,,,22,SRID=EPSG:4326;POINT(85.650155 27.627555),EPSG:4326,85.65015483,27.62755468,1,,,2,B,B4,B401,,90,2,,C,C2,C201,,10,2,,,,,,,,,100,2,,25/12/2016,0,,574_37.jpg,,1,,16:11
56,4497,1,56-4497-1,B2,17/11/2016,2016,11,17,08:40,8,40,lt2m,0,,,,,164,SRID=EPSG:4326;POINT(85.739888 27.629780),EPSG:4326,85.73988846,27.62977996,1,,,2,B,B1,B106,,80,2,,B,B7,B715,,20,2,,,,,,,,,100,1,,25/09/2016,0,,4059_37.jpg,,1,,08:44
56,4497,2,56-4497-2,B1,17/11/2016,2016,11,17,08:49,8,49,lt2m,4,,,,,150,SRID=EPSG:4326;POINT(85.741378 27.629757),EPSG:4326,85.74137803,27.62975689,1,,,2,B,B6,B605,,50,3,,B,B6,B607,aduwa,50,3,,,,,,,,,100,2,,17/01/2016,0,,2513_37.jpg,,1,,08:54
56,4497,3,56-4497-3,B2,17/11/2016,2016,11,17,09:16,9,16,lt2m,1,,,,,166,SRID=EPSG:4326;POINT(85.739946 27.628371),EPSG:4326,85.73994571,27.62837082,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,"In the west of sample point, we can see bare land.",4100_37.jpg,,1,,09:19
56,4497,4,56-4497-4,B1,17/11/2016,2016,11,17,09:32,9,32,lt2m,3,,,,,152,SRID=EPSG:4326;POINT(85.741446 27.628459),EPSG:4326,85.74144566,27.62845942,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2554_37.jpg,,1,,09:36
56,4499,1,56-4499-1,B2,16/11/2016,2016,11,16,16:26,16,26,lt2m,,,,,,161,SRID=EPSG:4326;POINT(85.750092 27.629934),EPSG:4326,85.75009172,27.62993439,1,,,2,O,F,F01,,60,,,O,E,E01,,40,,,O,F,,,,,,100,,,null/null/null,,,3977_37.jpg,,1,,16:28
56,4499,2,56-4499-2,B1,16/11/2016,2016,11,16,16:16,16,16,lt2m,3,,,,,147,SRID=EPSG:4326;POINT(85.751556 27.630129),EPSG:4326,85.75155613,27.63012872,1,,,2,O,F,F01,,50,,,O,E,E02,,50,,,,,,,,,,100,,,null/null/null,,,2432_37.jpg,,1,,16:18
56,4499,3,56-4499-3,B2,16/11/2016,2016,11,16,16:35,16,35,lt2m,1,,,,,162,SRID=EPSG:4326;POINT(85.750004 27.628501),EPSG:4326,85.75000448,27.62850134,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,01/11/2016,0,,4018_37.jpg,,1,,16:36
56,4499,4,56-4499-4,B1,16/11/2016,2016,11,16,16:28,16,28,lt2m,0,,,,,148,SRID=EPSG:4326;POINT(85.751555 27.628538),EPSG:4326,85.75155532,27.62853762,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,30/10/2016,1,,2472_37.jpg,,1,,16:30
56,4526,1,56-4526-1,C2,22/10/2016,2016,10,22,09:29,9,29,lt2m,1,,,,,1,SRID=EPSG:4326;POINT(85.501757 27.632025),EPSG:4326,85.50175659,27.63202461,1,,,2,O,F,F02,,100,2,,,,,,,,,,,,,,,,100,1,,15/10/2016,1,"Was rice paddy last year, will be used for construction, some pady  are standing there",2_37.jpg,Was rented to college,1,,09:34
56,4526,2,56-4526-2,C2,22/10/2016,2016,10,22,11:07,11,7,lt2m,2,2,,,,2,SRID=EPSG:4326;POINT(85.503271 27.631806),EPSG:4326,85.5032711,27.63180587,1,,,2,O,A,A11,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Cowshed,43_37.jpg,,1,,11:13
56,4526,3,56-4526-3,C1,22/10/2016,2016,10,22,09:33,9,33,gt2m,11,2,,26,,1,SRID=EPSG:4326;POINT(85.501584 27.630530),EPSG:4326,85.50158352,27.63052964,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,30/10/2016,2,,,,1,,09:38
56,4526,4,56-4526-4,C1,22/10/2016,2016,10,22,09:53,9,53,lt2m,5,,,,,2,SRID=EPSG:4326;POINT(85.503054 27.630648),EPSG:4326,85.50305365,27.6306479,1,,,2,B,B7,B701,,60,2,,B,B7,B720,Bakaula,25,2,,B,B7,B717,,15,2,,100,2,,22/12/2016,1,,42_37.jpg,,1,,10:03
56,4537,1,56-4537-1,A2,26/10/2016,2016,10,26,16:36,16,36,gt2m,24,1,,16,,29,SRID=EPSG:4326;POINT(85.557753 27.632434),EPSG:4326,85.55775264,27.63243359,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,,,1,,16:39
56,4537,2,56-4537-2,A2,26/10/2016,2016,10,26,16:21,16,21,lt2m,1,,,,,28,SRID=EPSG:4326;POINT(85.558976 27.632521),EPSG:4326,85.55897552,27.63252108,1,,,2,O,E,E01,,100,,,O,E,E01,,,,,,,,,,,,100,,,null/null/null,,,,,1,,16:26
56,4537,3,56-4537-3,A1,26/10/2016,2016,10,26,16:52,16,52,lt2m,1.32,,,,,51,SRID=EPSG:4326;POINT(85.557397 27.631143),EPSG:4326,85.5573967,27.63114275,1,,,2,O,E,E01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,610_37.jpg,,1,,16:55
56,4537,4,56-4537-4,A1,26/10/2016,2016,10,26,15:38,15,38,lt2m,0.77,,,,,48,SRID=EPSG:4326;POINT(85.558958 27.631098),EPSG:4326,85.55895842,27.63109794,1,,,4,B,B1,B109,,100,3,,,,,,,,,,,,,,,,100,2,,25/12/2016,0,,569_37.jpg,,1,,15:44
56,4552,1,56-4552-1,B2,27/10/2016,2016,10,27,09:42,9,42,lt2m,1,,,,,49,SRID=EPSG:4326;POINT(85.633476 27.633354),EPSG:4326,85.63347564,27.63335403,1,,,2,B,B7,B701,,100,3,,,,,,,,,,,,,,,,100,2,,25/12/2016,1,,1150_37.jpg,,1,,09:45
56,4552,2,56-4552-2,B1,27/10/2016,2016,10,27,09:38,9,38,lt2m,4,,,,,42,SRID=EPSG:4326;POINT(85.634926 27.633329),EPSG:4326,85.63492552,27.63332928,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,15/09/2016,1,,1141_37.jpg,,1,,09:41
56,4552,3,56-4552-3,B2,27/10/2016,2016,10,27,10:18,10,18,lt2m,0,,,,,51,SRID=EPSG:4326;POINT(85.633471 27.631939),EPSG:4326,85.63347082,27.6319395,1,,,2,B,B4,B404,,100,2,,,,,,,,,,,,,,,,100,1,,25/10/2016,1,,1191_37.jpg,,1,,10:21
56,4552,4,56-4552-4,B1,27/10/2016,2016,10,27,09:59,9,59,lt2m,0,,,,,43,SRID=EPSG:4326;POINT(85.634987 27.631970),EPSG:4326,85.63498687,27.63196977,1,,,2,B,B3,B301,,100,3,,,,,,,,,,,,,,,,100,2,,25/02/2017,1,,1182_37.jpg,,1,,10:03
56,4557,1,56-4557-1,B2,26/10/2016,2016,10,26,15:43,15,43,gt2m,55,1,,11,,40,SRID=EPSG:4326;POINT(85.658850 27.633082),EPSG:4326,85.65885006,27.63308238,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,904_37.jpg,There is no road to reach at the exact point.,1,,15:45
56,4557,2,56-4557-2,B1,26/10/2016,2016,10,26,15:54,15,54,lt2m,1,,,,,36,SRID=EPSG:4326;POINT(85.660347 27.633529),EPSG:4326,85.66034672,27.63352945,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,939_37.jpg,,1,,15:56
56,4557,3,56-4557-3,B1,26/10/2016,2016,10,26,15:25,15,25,lt2m,2,,,,,35,SRID=EPSG:4326;POINT(85.658790 27.632224),EPSG:4326,85.65879044,27.63222416,1,,,2,B,B1,B106,,90,2,,B,B2,B210,,10,2,,,,,,,,,100,1,,25/08/2016,0,,898_37.jpg,,1,,15:28
56,4557,4,56-4557-4,B2,26/10/2016,2016,10,26,16:08,16,8,lt2m,1,,,,,41,SRID=EPSG:4326;POINT(85.660198 27.632211),EPSG:4326,85.66019754,27.63221061,1,,,2,B,B1,B106,,100,2,,,,,,,,,,,,,,,,100,1,,26/09/2016,0,,945_37.jpg,,1,,16:10
56,4560,1,56-4560-1,B2,21/11/2016,2016,11,21,12:17,12,17,lt2m,,,,,,180,SRID=EPSG:4326;POINT(85.674111 27.633744),EPSG:4326,85.67411052,27.63374421,1,,,2,C,C3,C308,,100,2,,,,,,,,,,,,,,,,100,2,,21/01/2017,0,"In fact, the sample point is at the centre of bamboo trees.",4428_37.jpg,,1,,12:20
56,4560,2,56-4560-2,B1,21/11/2016,2016,11,21,12:24,12,24,lt2m,1,,,,,163,SRID=EPSG:4326;POINT(85.675554 27.633647),EPSG:4326,85.67555375,27.63364676,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2879_37.jpg,,1,,12:25
56,4560,3,56-4560-3,B2,21/11/2016,2016,11,21,11:57,11,57,lt2m,1,,,,,179,SRID=EPSG:4326;POINT(85.673978 27.632198),EPSG:4326,85.67397849,27.63219769,1,,,2,O,E,E02,,60,,,O,F,F02,,40,,,,,,,,,,100,,,null/null/null,,"Shrubland-60%, permanent grassland -40%.",4387_37.jpg,,1,,12:00
56,4560,4,56-4560-4,B1,21/11/2016,2016,11,21,12:01,12,1,lt2m,1,,,,,162,SRID=EPSG:4326;POINT(85.675473 27.632314),EPSG:4326,85.67547331,27.63231389,1,,,2,B,B1,B106,,100,2,,O,,,,,,,,,,,,,,100,1,,25/08/2016,0,,2839_37.jpg,,1,,12:04
56,4565,1,56-4565-1,B1,21/11/2016,2016,11,21,14:42,14,42,gt2m,50,1,,16,,166,SRID=EPSG:4326;POINT(85.699027 27.633481),EPSG:4326,85.69902707,27.63348149,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,2960_37.jpg,,1,,14:44
56,4565,2,56-4565-2,B2,21/11/2016,2016,11,21,14:31,14,31,lt2m,1,,,,,184,SRID=EPSG:4326;POINT(85.700801 27.633893),EPSG:4326,85.70080097,27.6338926,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4510_37.jpg,,1,,14:32
56,4565,3,56-4565-3,B1,21/11/2016,2016,11,21,13:56,13,56,lt2m,1,,,,,165,SRID=EPSG:4326;POINT(85.699272 27.632528),EPSG:4326,85.69927181,27.63252808,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2920_37.jpg,,1,,13:58
56,4565,4,56-4565-4,B2,21/11/2016,2016,11,21,14:03,14,3,lt2m,2,,,,,182,SRID=EPSG:4326;POINT(85.700844 27.632558),EPSG:4326,85.70084367,27.63255829,1,,,2,O,G,G00,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4469_37.jpg,,1,,14:05
56,4619,1,56-4619-1,B2,23/10/2016,2016,10,23,12:03,12,3,lt2m,2,,,,,9,SRID=EPSG:4326;POINT(85.613067 27.637658),EPSG:4326,85.61306673,27.63765848,1,,,2,B,B1,B101,,100,2,,,,,,,,,,,,,,,,100,1,,15/10/2016,1,,166_37.jpg,,1,,12:08
56,4619,2,56-4619-2,B2,23/10/2016,2016,10,23,12:33,12,33,lt2m,2,,,,,11,SRID=EPSG:4326;POINT(85.614606 27.637596),EPSG:4326,85.61460593,27.63759649,1,,,2,B,B1,B106,,100,2,,,,,,,,,,,,,,,,100,1,,05/09/2016,0,,207_37.jpg,,1,,12:37
56,4619,3,56-4619-3,B1,23/10/2016,2016,10,23,11:23,11,23,lt2m,2,,,,,7,SRID=EPSG:4326;POINT(85.613108 27.636274),EPSG:4326,85.61310831,27.63627411,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,05/10/2016,1,,165_37.jpg,,1,,11:27
56,4619,4,56-4619-4,B1,23/10/2016,2016,10,23,12:19,12,19,lt2m,3,,,,,9,SRID=EPSG:4326;POINT(85.614687 27.636247),EPSG:4326,85.61468655,27.63624657,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,23/10/2016,1,Today is harvesting,206_37.jpg,,1,,12:23
56,4625,1,56-4625-1,B1,27/10/2016,2016,10,27,08:41,8,41,lt2m,4,,,,,41,SRID=EPSG:4326;POINT(85.643479 27.637931),EPSG:4326,85.64347875,27.63793099,1,,,2,O,A,A21,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,1101_37.jpg,,1,,08:44
56,4625,2,56-4625-2,B2,27/10/2016,2016,10,27,08:23,8,23,lt2m,1,,,,,46,SRID=EPSG:4326;POINT(85.645060 27.637856),EPSG:4326,85.64505959,27.6378556,1,,,2,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,25/01/2017,1,,1068_37.jpg,,1,,08:26
56,4625,3,56-4625-3,B2,27/10/2016,2016,10,27,09:02,9,2,lt2m,1,,,,,48,SRID=EPSG:4326;POINT(85.643485 27.636564),EPSG:4326,85.64348485,27.63656447,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,15/10/2016,1,,1109_37.jpg,,1,,09:04
56,4625,4,56-4625-4,B1,27/10/2016,2016,10,27,08:11,8,11,lt2m,4,,,,,40,SRID=EPSG:4326;POINT(85.645054 27.636544),EPSG:4326,85.6450543,27.63654392,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,1061_37.jpg,,1,,08:14
56,4648,1,56-4648-1,B2,17/11/2016,2016,11,17,12:36,12,36,lt2m,1,,,,,168,SRID=EPSG:4326;POINT(85.760115 27.638983),EPSG:4326,85.76011546,27.6389833,1,,,2,O,H,H03,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,The sample point is a place where cows and buffalo swim.we call it aal in nepali.,4182_37.jpg,,1,,12:41
56,4648,2,56-4648-2,B2,17/11/2016,2016,11,17,12:19,12,19,lt2m,2,,,,,167,SRID=EPSG:4326;POINT(85.761570 27.639004),EPSG:4326,85.76156954,27.63900402,1,,,2,O,D,D10,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4141_37.jpg,,1,,12:21
56,4648,3,56-4648-3,B1,17/11/2016,2016,11,17,12:50,12,50,lt2m,2,,,,,154,SRID=EPSG:4326;POINT(85.760006 27.637596),EPSG:4326,85.76000601,27.63759597,1,,,2,B,B1,B106,,80,2,,B,B4,B405,,20,2,,,,,,,,,100,1,,25/08/2016,0,,2635_37.jpg,,1,,12:53
56,4648,4,56-4648-4,B1,17/11/2016,2016,11,17,12:29,12,29,lt2m,2,,,,,153,SRID=EPSG:4326;POINT(85.761596 27.637631),EPSG:4326,85.7615964,27.6376315,1,,,2,B,B1,B107,,100,2,,,,,,,,,,,,,,,,100,2,,30/11/2016,0,,2595_37.jpg,,1,,12:31
56,4665,1,56-4665-1,C2,28/10/2016,2016,10,28,12:58,12,58,lt2m,2,,,,,53,SRID=EPSG:4326;POINT(85.496484 27.640953),EPSG:4326,85.49648375,27.64095281,1,,,2,B,B7,B720,palungo,60,3,,B,B7,B717,,40,3,,,,,,,,,100,2,,25/12/2016,0,,1348_37.jpg,,1,,13:02
56,4665,2,56-4665-2,C1,28/10/2016,2016,10,28,13:35,13,35,lt2m,1,,,,,52,SRID=EPSG:4326;POINT(85.497776 27.640961),EPSG:4326,85.49777604,27.64096057,1,,,2,O,A,A21,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Pidi (Courtyard),1423_37.jpg,,1,,13:37
56,4665,3,56-4665-3,C1,28/10/2016,2016,10,28,13:03,13,3,lt2m,1,,,,,50,SRID=EPSG:4326;POINT(85.496768 27.639571),EPSG:4326,85.49676806,27.63957137,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,15/10/2016,1,,1382_37.jpg,,1,,13:05
56,4665,4,56-4665-4,C2,28/10/2016,2016,10,28,13:52,13,52,lt2m,2,,,,,55,SRID=EPSG:4326;POINT(85.498067 27.639617),EPSG:4326,85.49806678,27.63961706,1,,,2,B,B3,B302,,100,2,,,,,,,,,,,,,,,,100,2,,05/11/2016,0,100,1389_37.jpg,,1,,13:56
56,4666,1,56-4666-1,A2,23/10/2016,2016,10,23,11:52,11,52,lt2m,1,,,,,6,SRID=EPSG:4326;POINT(85.501629 27.640946),EPSG:4326,85.50162946,27.64094585,1,,,2,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,15/01/2016,0,,163_37.jpg,,1,,12:02
56,4666,2,56-4666-2,A1,23/10/2016,2016,10,23,13:32,13,32,lt2m,1,,,,,23,SRID=EPSG:4326;POINT(85.503114 27.640886),EPSG:4326,85.50311368,27.64088612,1,,,2,O,F,F01,,100,,,O,,,,,,,,,,,,,,100,,,null/null/null,,,204_37.jpg,,1,,13:38
56,4666,3,56-4666-3,A2,23/10/2016,2016,10,23,12:54,12,54,lt2m,1,,,,,12,SRID=EPSG:4326;POINT(85.501599 27.639574),EPSG:4326,85.50159871,27.6395739,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,25/10/2016,0,,204_37.jpg,,1,,12:58
56,4666,4,56-4666-4,A1,23/10/2016,2016,10,23,13:12,13,12,lt2m,1,,,,,21,SRID=EPSG:4326;POINT(85.503139 27.639544),EPSG:4326,85.50313886,27.63954393,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Land left for grasscutting,164_37.jpg,,1,,13:16
